--------- beginning of system
01-19 02:21:20.597  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_00 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:21:25.784  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5911
01-19 02:21:25.788  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_01 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:21:30.990  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5918
01-19 02:21:30.995  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_06 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:21:36.179  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5924
01-19 02:21:36.183  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_07 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:21:40.375  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5930
01-19 02:21:40.379  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_08 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:21:45.573  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5936
01-19 02:21:45.576  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_03 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:21:50.760  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5942
01-19 02:21:50.763  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_09 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:21:55.963  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5949
01-19 02:21:55.967  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_04 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:22:01.163  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 5955
01-19 02:22:01.167  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_05 to DropBox (SYSTEM_TOMBSTONE)
